Part#	Descrip	Brand	Front Left Flange Diameter (mm)	Front Right Flange Diameter (mm) 	Front Left Center To Flange (mm)	Front Right Center To Flange (mm)	Front Holes	Rear Left Flange Diameter (mm)	Rear Right Flange Diameter (mm) 	Rear Left Center To Flange (mm)	Rear Right Center To Flange (mm)	Rear Holes
HU1070	Dimension SingleSpeed Disc Hub 32h Black 135 OLD	Dimension	0.00	0.00	0.00	0.00	0	58.00	58.00	26.00	39.00	32
HU1080	Dimension SS Freewheel Hub 32h Black Bolt-on	Dimension	0.00	0.00	0.00	0.00	0	58.50	58.50	35.50	39.50	32
HU1101	Maverick 24mm front hub 32h black	Maverick	58.00	50.00	29.40	36.50	32	0.00	0.00	0.00	0.00	0
HU1110	Dimension Track Hub Front 32h Red	Dimension	62.00	62.00	33.00	33.00	32	0.00	0.00	0.00	0.00	0
HU1111	Dimension Track Hub Rear 32h Red Fixed/Free	Dimension	0.00	0.00	0.00	0.00	0	62.00	62.00	28.00	28.00	32
HU1112	Dimension Track Hub Front 32h Gold	Dimension	62.00	62.00	33.00	33.00	32	0.00	0.00	0.00	0.00	0
HU1113	Dimension Track Hub Rear 32h Gold Fixed/Free	Dimension	0.00	0.00	0.00	0.00	0	62.00	62.00	28.00	28.00	32
HU1330	WTB LaserDisc Lite 32h front disc hub	WTB	56.00	56.00	22.00	34.00	32	0.00	0.00	0.00	0.00	0
HU1335	WTB LaserDisc Lite Rear Hub Black 32 Hole	WTB	0.00	0.00	0.00	0.00	0	66.00	66.00	24.50	18.50	32
HU1337	WTB LaserDisc Super Duty Front Hub 32h 20mm Black	WTB	58.00	58.00	23.00	35.00	32	0.00	0.00	0.00	0.00	0
HU1338	WTB LaserDisc Super Duty Rear Hub 12mm x 150mm Black	WTB	0.00	0.00	0.00	0.00	0	66.00	66.00	36.00	27.00	32
HU1339	WTB LaserDisc Super Duty 135mm Rear Hub 12mm thru-axle	WTB	0.00	0.00	0.00	0.00	0	66.50	66.50	28.50	20.00	32
HU1340	WTB LaserDisc DH 32h Front Hub 	WTB	62.00	62.00	22.00	31.00	32	0.00	0.00	0.00	0.00	0
HU1341	WTB LaserDisc Single Duty Rear Hub with 16t Cog QR	WTB	0.00	0.00	0.00	0.00	0	66.00	66.00	28.50	35.50	32
HU1530	WTB LaserDisc Lite Front Hub Black 32 hole	WTB	56.00	56.00	22.00	34.00	32	0.00	0.00	0.00	0.00	0
HU1532	WTB LaserDisc Lite Rear Hub Black 32 Hole	WTB	0.00	0.00	0.00	0.00	0	66.00	66.00	24.50	18.50	32
HU1534	WTB LaserDisc Lite Front Hub Silver 32 hole	WTB	56.00	56.00	22.00	34.00	32	0.00	0.00	0.00	0.00	0
HU1536	WTB LaserDisc Lite Rear Hub Silver 32 Hole	WTB	0.00	0.00	0.00	0.00	0	66.00	66.00	24.50	18.50	32
HU1544	WTB LaserDisc Single Duty Rear Hub Black 32h	WTB	0.00	0.00	0.00	0.00	0	66.50	66.50	29.00	35.50	32
HU1575	Alfine SGS500 32h Disc brake 8-spd Internal hub silver	Shimano	0.00	0.00	0.00	0.00	0	92.50	92.50	30.50	23.50	32
HU1576	Alfine SGS500 32h Disc brake 8-spd Internal hub black OEM pack	Shimano	0.00	0.00	0.00	0.00	0	92.50	92.50	30.50	23.50	32
HU1577	Alfine SGS500 36h Disc brake 8-spd Internal hub silver	Shimano	0.00	0.00	0.00	0.00	0	92.50	92.50	30.50	23.50	36
HU1578	Alfine SGS500 36h Disc brake 8-spd Internal hub black	Shimano	0.00	0.00	0.00	0.00	0	92.50	92.50	30.50	23.50	36
HU1621	Surly NEW Hub Rear 32H 135mm Jim Brown Ltd. Ed.	Surly	0.00	0.00	0.00	0.00	0	58.00	58.00	34.00	37.00	32
HU1701	Deore M525 32 hole Front Disc Hub Black	Shimano	60.00	60.00	21.00	31.50	32	0.00	0.00	0.00	0.00	0
HU1703	Deore M525 36 hole Front Disc Hub Black	Shimano	60.00	60.00	21.00	31.50	36	0.00	0.00	0.00	0.00	0
HU1705	Deore M525 32 hole Rear Disc Hub, Black	Shimano	0.00	0.00	0.00	0.00	0	60.00	60.00	31.00	18.00	32
HU1707	Deore M525 36 hole Rear Disc Hub, Black	Shimano	0.00	0.00	0.00	0.00	0	60.00	60.00	31.00	18.00	36
HU1709	Deore M475 32 Hole Rear Disc Hub, black	Shimano	0.00	0.00	0.00	0.00	0	60.00	60.00	31.00	18.00	32
HU1713	Deore M475 36 Hole Rear Disc Hub, Black	Shimano	0.00	0.00	0.00	0.00	0	61.00	61.00	34.00	19.00	36
HU1716	Deore M475 36 Hole Front Disc Hub, Black	Shimano	60.00	60.00	21.00	31.50	36	0.00	0.00	0.00	0.00	0
HU1718	Deore M475 32 Hole Front Disc Hub, Black	Shimano	60.00	60.00	21.00	31.50	32	0.00	0.00	0.00	0.00	0
HU1763	Hope Pro 3 front 28 blac k hub, no QR	Hope	38.00	38.00	34.00	34.00	28	0.00	0.00	0.00	0.00	0
HU1764	Hope Pro 3 32 front blac k hub, no QR	Hope	38.00	38.00	34.00	34.00	32	0.00	0.00	0.00	0.00	0
HU1766	Hope Pro 3 rear 32 135mm Black hub, no QR	Hope	0.00	0.00	0.00	0.00	0	47.00	54.00	32.50	20.00	32
HU1767	Hope Pro 3 Rear 32 130mm black hub, no QR	Hope	0.00	0.00	0.00	0.00	0	47.00	54.00	35.00	18.00	32
HU1770	Hope Pro2 front hub 32 h Black QR	Hope	34.00	34.00	33.00	33.00	32	0.00	0.00	0.00	0.00	0
HU1771	Hope Pro2 front hub 32 gray QR	Hope	34.00	34.00	33.00	33.00	32	0.00	0.00	0.00	0.00	0
HU1773	Hope Pro2 front hub 36 h black QR	Hope	34.00	34.00	33.00	33.00	36	0.00	0.00	0.00	0.00	0
HU1775	Hope Pro2  rear hub 32 h black QR 135mm	Hope	0.00	0.00	0.00	0.00	0	47.00	47.00	31.50	20.00	32
HU1776	Hope Pro2  rear hub 32 h gray QR 135mm	Hope	0.00	0.00	0.00	0.00	0	47.00	47.00	31.50	20.00	32
HU1778	Hope Pro2 rear hub 36 h black QR 135mm	Hope	0.00	0.00	0.00	0.00	0	47.00	47.00	31.50	20.00	36
HU1780	Hope Pro 2 Front Disc Hub 32 hole Black	Hope	56.00	54.00	20.00	33.00	32	0.00	0.00	0.00	0.00	0
HU1782	Hope Pro 2 Front Disc Hub 36 hole Black	Hope	56.00	54.00	20.00	33.00	36	0.00	0.00	0.00	0.00	0
HU1783	Hope Pro 2 Front Disc Hub 32 hole Gunsmoke	Hope	56.00	54.00	20.00	33.00	32	0.00	0.00	0.00	0.00	0
HU1784	Hope Pro2 Front Disc Hub 32 hole Red	Hope	56.00	54.00	20.00	33.00	32	0.00	0.00	0.00	0.00	0
HU1785	Hope Pro 2  Rear Disc Hub 32 hole 135mm Black	Hope	0.00	0.00	0.00	0.00	0	55.50	54.00	30.50	19.50	32
HU1786	Hope Pro 2  Rear Disc Hub 36 hole 135mm Black	Hope	0.00	0.00	0.00	0.00	0	55.50	54.00	30.50	19.50	36
HU1787	Hope Pro 2  Rear Disc Hub 32 hole 135mm Gunsmoke	Hope	0.00	0.00	0.00	0.00	0	55.50	54.00	30.50	19.50	32
HU1789	Hope Pro 2 Single Speed Rear Disc 32 hole  Black	Hope	0.00	0.00	0.00	0.00	0	56.00	54.00	32.00	32.00	32
HU1790	Hope Pro2  Red Rear Disc Hub 32h 135mm	Hope	0.00	0.00	0.00	0.00	0	56.00	54.00	32.00	20.50	32
HU1800	Miche Pista/Track hub front 28h 100mm spacing	Miche	60.00	60.00	33.00	33.00	28	0.00	0.00	0.00	0.00	0
HU1801	Miche Pista/track hub front 32h 100mm spacing	Miche	60.00	60.00	33.00	33.00	32	0.00	0.00	0.00	0.00	0
HU1802	Miche Pista/Track hub front 36h 100mm spacing	Miche	60.00	60.00	33.00	33.00	36	0.00	0.00	0.00	0.00	0
HU1803	Miche Track hub rear 28h 120mm OLD single sided fixed	Miche	0.00	0.00	0.00	0.00	0	60.00	60.00	44.00	31.00	28
HU1804	Miche Track hub rear 32h 120mm OLD single sided fixed	Miche	0.00	0.00	0.00	0.00	0	60.00	60.00	44.00	31.00	32
HU1805	Miche Track hub rear 36h 120mm OLD single sided fixed	Miche	0.00	0.00	0.00	0.00	0	60.00	60.00	44.00	31.00	36
HU1806	Miche Track hub rear 28h 120mm OLD fixed/fixed	Miche	0.00	0.00	0.00	0.00	0	60.00	60.00	32.00	32.00	28
HU1807	Miche Track hub rear 32h 120mm OLD fixed/fixed	Miche	0.00	0.00	0.00	0.00	0	60.00	60.00	32.00	32.00	32
HU1808	Miche Track hub rear 36h 120mm OLD fixed/fixed	Miche	0.00	0.00	0.00	0.00	0	60.00	60.00	32.00	32.00	36
HU1809	Miche Track hub rear 32h 120mm OLD fixed/free	Miche	0.00	0.00	0.00	0.00	0	60.00	60.00	32.00	32.00	32
HU1810	Miche Track hub rear 36h 120mm OLD fixed/free	Miche	0.00	0.00	0.00	0.00	0	60.00	60.00	32.00	32.00	36
HU1814	Miche Racing Box 32h front hub w/QR	Miche	40.50	40.50	34.00	34.00	32	0.00	0.00	0.00	0.00	0
HU1815	Miche Racing Box 32h Rear 10speed Campy hub w/QR	Miche	0.00	0.00	0.00	0.00	0	47.00	47.00	16.00	39.00	32
HU1983	DT Swiss 190 Ceramic Front 16h	DT Swiss	39.00	39.00	37.00	37.00	16	0.00	0.00	0.00	0.00	0
HU1991	DT Swiss 190 Ceramic Frt 20h	DT Swiss	39.00	39.00	37.00	37.00	20	0.00	0.00	0.00	0.00	0
HU1992	DT Swiss 190 Ceramic Frt 24h	DT Swiss	39.00	39.00	37.00	37.00	24	0.00	0.00	0.00	0.00	0
HU1993	DT Swiss 190 Ceramic Frt 28h	DT Swiss	39.00	39.00	37.00	37.00	28	0.00	0.00	0.00	0.00	0
HU1994	DT Swiss 190 Ceramic Frt 32h	DT Swiss	39.00	39.00	37.00	37.00	32	0.00	0.00	0.00	0.00	0
HU1996	DT Swiss 190 Ceramic 130mm 24h Shimano splined 10sp	DT Swiss	0.00	0.00	0.00	0.00	0	41.00	45.00	30.50	19.00	24
HU1997	DT Swiss 190 Ceramic 130mm 28h Shimano splined 10sp	DT Swiss	0.00	0.00	0.00	0.00	0	41.00	45.00	30.50	19.00	28
HU1998	DT Swiss 190 Ceramic 130mm 32h Shimano splined 10sp	DT Swiss	0.00	0.00	0.00	0.00	0	41.00	45.00	30.50	19.00	32
HU2001	DT 190 Ceramic 130mm 24h Campagnolo Splined 9/10	DT Swiss	0.00	0.00	0.00	0.00	0	41.00	45.00	32.50	16.50	24
HU2002	DT 190 Ceramic 130mm 28h Campagnolo Splined 9/10	DT Swiss	0.00	0.00	0.00	0.00	0	41.00	45.00	32.50	16.50	28
HU2003	DT 190 Ceramic 130mm 32h Campagnolo Splined 9/10	DT Swiss	0.00	0.00	0.00	0.00	0	41.00	45.00	32.50	16.50	32
HU2005	DT 190 Fr 28h CenterLock Disc w/6-bolt adaptor	DT Swiss	44.50	37.50	21.50	35.50	28	0.00	0.00	0.00	0.00	0
HU2006	DT 190 Fr 32h CenterLock Disc w/6-bolt adaptor	DT Swiss	44.50	37.50	21.50	35.50	32	0.00	0.00	0.00	0.00	0
HU2008	DT 190 135mm 28h Center- Lock w/6-bolt adaptor	DT Swiss	0.00	0.00	0.00	0.00	0	44.50	47.50	32.50	19.50	28
HU2009	DT 190 135mm 32h Center- Lock w/6-bolt adaptor	DT Swiss	0.00	0.00	0.00	0.00	0	44.50	47.50	32.50	19.50	32
HU2016	DT 240s 20H Radial or Cross Front Hub Black  	DT Swiss	39.00	39.00	37.50	37.50	20	0.00	0.00	0.00	0.00	0
HU2017	DT 240s 24H Radial or Cross Front Hub Black  	DT Swiss	39.00	39.00	37.50	37.50	24	0.00	0.00	0.00	0.00	0
HU2018	DT 240s 28H Radial or Cross Front Hub Black	DT Swiss	39.00	39.00	37.50	37.50	28	0.00	0.00	0.00	0.00	0
HU2019	DT 240s 32H Radial or Cross Front Hub Black	DT Swiss	39.00	39.00	37.50	37.50	32	0.00	0.00	0.00	0.00	0
HU2020W	DT Swiss 240s 18h Front Hub Radial or Cross	DT Swiss	39.00	39.00	37.50	37.50	18	0.00	0.00	0.00	0.00	0
HU2021	DT Swiss 240S 28H Front Black	DT Swiss	36.00	36.00	35.00	35.00	28	0.00	0.00	0.00	0.00	0
HU2023	DT Swiss 240S 32H Front Black	DT Swiss	36.00	36.00	35.00	35.00	32	0.00	0.00	0.00	0.00	0
HU2025	DT Swiss 240S 130mm 24H 	DT Swiss	0.00	0.00	0.00	0.00	0	45.00	45.00	36.00	18.00	24
HU2026	DT Swiss 240S 130mm 28H Black	DT Swiss	0.00	0.00	0.00	0.00	0	45.00	45.00	36.00	18.00	28
HU2028	DT Swiss 240S 130mm 32H Black	DT Swiss	0.00	0.00	0.00	0.00	0	45.00	45.00	36.00	18.00	32
HU2030	DT Swiss 240S Campy 24H Black 130mm	DT Swiss	0.00	0.00	0.00	0.00	0	46.00	46.00	37.50	16.50	24
HU2031	DT Swiss 240S Campagnolo 28H Black 130mm	DT Swiss	0.00	0.00	0.00	0.00	0	46.00	46.00	37.50	16.50	28
HU2033	DT Swiss 240S Campagnolo 32H Black 130mm	DT Swiss	0.00	0.00	0.00	0.00	0	46.00	46.00	37.50	16.50	32
HU2036	DT Swiss 240S 135mm 28H Black	DT Swiss	0.00	0.00	0.00	0.00	0	45.00	45.00	36.00	18.00	28
HU2038	DT Swiss 240S 135mm 32H Black	DT Swiss	0.00	0.00	0.00	0.00	0	45.00	45.00	34.00	19.00	32
HU2040	DT 240s OneSpeed bolt-on 32h CenterLock Black	DT Swiss	0.00	0.00	0.00	0.00	0	45.00	45.00	32.50	34.30	32
HU2042	DT 240s OneSpeed 32h QR CenterLock Black	DT Swiss	0.00	0.00	0.00	0.00	0	45.00	45.00	33.00	33.00	32
HU2044	DT 240s 32h 20mm thru ax le front hub Black	DT Swiss	58.25	52.25	21.00	30.00	32	0.00	0.00	0.00	0.00	0
HU2046	DT 240S 28H Front Disc Black	DT Swiss	57.50	42.00	21.00	35.00	28	0.00	0.00	0.00	0.00	0
HU2048	DT 240S 28H Front Disc CenterLock Black	DT Swiss	44.00	42.00	21.00	36.00	28	0.00	0.00	0.00	0.00	0
HU2050	DT 240S  32H Front Disc Black	DT Swiss	57.50	42.00	21.00	35.00	32	0.00	0.00	0.00	0.00	0
HU2052	DT 240S 32H Front Disc Centerlock Black	DT Swiss	44.00	42.00	21.00	36.00	32	0.00	0.00	0.00	0.00	0
HU2055	DT 240S 135mm Disc 28H Black 	DT Swiss	0.00	0.00	0.00	0.00	0	57.00	47.50	33.00	19.00	28
HU2057	DT 240S 135mm 28h CenterLock Black  	DT Swiss	0.00	0.00	0.00	0.00	0	44.00	47.50	34.00	19.00	28
HU2059	DT 240S 135mm Disc 32H Black  	DT Swiss	0.00	0.00	0.00	0.00	0	57.00	47.50	33.00	19.00	32
HU2061	DT 240S 135mm 32h CenterLock Black  	DT Swiss	0.00	0.00	0.00	0.00	0	44.00	47.50	34.00	19.00	32
HU2062	DT 240s 32H Front  Disc 9mm RWS 6-bolt	DT Swiss	58.00	42.00	22.00	35.50	32	0.00	0.00	0.00	0.00	0
HU2063	DT 240s 135mm 32h thru bolt Black.  6-bolt disc compatible. (not a QR hub)	DT Swiss	0.00	0.00	0.00	0.00	0	57.00	47.50	33.00	19.00	32
HU2067	DT 240S 32H Front Disc CenterLock White	DT Swiss	44.00	42.00	21.00	36.00	32	0.00	0.00	0.00	0.00	0
HU2068	DT 240S 135mm 32h CenterLock Disc White	DT Swiss	0.00	0.00	0.00	0.00	0	44.00	47.50	33.00	19.00	32
HU2077	DT Swiss 240s Front 32h 15x100mm CenterLock Disc	DT Swiss	44.00	42.00	22.00	35.50	32	0.00	0.00	0.00	0.00	0
HU2079	DT Swiss 340 32h Front Hub Radial or Cross	DT Swiss	39.00	39.00	37.50	37.50	32	0.00	0.00	0.00	0.00	0
HU2080	DT Swiss 340 32h Front Hub	DT Swiss	40.50	40.50	35.00	35.00	32	0.00	0.00	0.00	0.00	0
HU2081	DT 340 Front Hub  32 hole 110mm 6 bolt disc 20mm thru-axle	DT Swiss	58.00	58.00	23.00	31.50	32	0.00	0.00	0.00	0.00	0
HU2083	DT Swiss 340 32h 130mm Shimano Compatible	DT Swiss	0.00	0.00	0.00	0.00	0	45.00	45.00	33.00	16.00	32
HU2085	DT Swiss 340 32h 130mm Campagnolo Compatible	DT Swiss	0.00	0.00	0.00	0.00	0	45.00	45.00	32.00	15.50	32
HU2086	DT 340 Rear 32h 135mm 6 bolt disc 10mm thru bolt axle	DT Swiss	0.00	0.00	0.00	0.00	0	58.00	52.00	33.50	20.00	32
HU2087	DT 340 Rr 32h 135mm 6 bolt disc 12mm thru-axle	DT Swiss	0.00	0.00	0.00	0.00	0	58.00	52.00	35.00	20.00	32
HU2088	DT Swiss 340 32h 135mm	DT Swiss	0.00	0.00	0.00	0.00	0	45.00	45.00	37.50	20.50	32
HU2090	DT Swiss 340 32h Front CenterLock Disc hub.	DT Swiss	44.00	44.00	21.50	32.00	32	0.00	0.00	0.00	0.00	0
HU2092	DT Swiss 32h 135mm Disc *CenterLock*	DT Swiss	0.00	0.00	0.00	0.00	0	44.00	47.00	32.50	20.00	32
HU2094	DT Swiss 340 Fr 32h 6-bolt Disc QR	DT Swiss	58.00	52.00	22.00	35.00	32	0.00	0.00	0.00	0.00	0
HU2095	DT Swiss 340 Front 15mm CenterLock Disc 32h	DT Swiss	44.00	44.00	21.50	32.00	32	0.00	0.00	0.00	0.00	0
HU2096	DT 340 135mm 6-bolt disc Black QR axle	DT Swiss	0.00	0.00	0.00	0.00	0	58.00	52.00	34.00	20.00	32
HU2108	105 HB-5501 silver front hub 32H	Shimano	38.00	38.00	35.00	35.00	32	0.00	0.00	0.00	0.00	0
HU2109	105 HB5501 silver front hub 36H	Shimano	38.00	38.00	35.00	35.00	36	0.00	0.00	0.00	0.00	0
HU2110	105 HB5501 black front hub 32H	Shimano	38.00	38.00	35.00	35.00	32	0.00	0.00	0.00	0.00	0
HU2111	105 HB-5501 black front hub 36H	Shimano	38.00	38.00	35.00	35.00	36	0.00	0.00	0.00	0.00	0
HU2112	105 FH-5501 silver rear hub 32H	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	35.00	18.00	32
HU2113	105 FH-5501 silver rear hub 36H	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	35.00	18.00	36
HU2114	105 FH5501 black rear hub 32H	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	35.00	18.00	32
HU2115	105 FH5501 black rear hub 36H	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	35.00	18.00	36
HU2150W	Formula FM21-FQR 32h, Silver, Front	Formula Hubs	38.00	38.00	34.00	34.00	32	0.00	0.00	0.00	0.00	0
HU2151W	Formula FM32-8QR 32h, Silver, Rear	Formula Hubs	0.00	0.00	0.00	0.00	0	45.00	45.00	33.00	19.00	32
HU2153W	Formula FM31-RQR 135 MTN 32h, Silver, Rear, FW	Formula Hubs	0.00	0.00	0.00	0.00	0	45.00	45.00	33.00	19.00	32
HU2155W	Formula RB-22, 32h Silver, Rear	Formula Hubs	0.00	0.00	0.00	0.00	0	45.00	45.00	35.00	17.00	32
HU2159W	Formula RB-31-RQR130 32h, Silver, Rear, FW	Formula Hubs	0.00	0.00	0.00	0.00	0	45.00	45.00	35.00	17.00	32
HU2200	Sturmey Archer Dynamo Drum brake Front hub 36h, Silver	Sturmey-Archer	89.50	89.50	21.00	22.00	36	0.00	0.00	0.00	0.00	0
HU2202	Sturmey Archer X-FD Front Drum hub 36h, Silver	Sturmey-Archer	89.50	89.50	27.50	27.75	36	0.00	0.00	0.00	0.00	0
HU2204	Sturmey Archer S80 8-Speed Hub 36h, Silver, without Brake	Sturmey-Archer	0.00	0.00	0.00	0.00	0	89.50	89.50	29.50	20.50	36
HU2206	Sturmey Archer S80 8-Speed Hub 36h, Silver, with Disc Brake	Sturmey-Archer	0.00	0.00	0.00	0.00	0	89.50	89.50	30.50	19.50	36
HU2208	Sturmey Archer S30 3Spd 36h, Silver w/o brake	Sturmey-Archer	0.00	0.00	0.00	0.00	0	67.00	67.00	26.50	28.00	36
HU2209	Sturmey Archer S30 3spd Internal Hub No Brake	Sturmey-Archer	0.00	0.00	0.00	0.00	0	67.00	67.00	26.50	26.50	36
HU2210	Sturmey Archer S30 3Spd 36h, Silver w/Coaster Brake	Sturmey-Archer	0.00	0.00	0.00	0.00	0	67.00	67.00	29.75	25.00	36
HU2211	Sturmey Archer Single speed coaster hub 36h, Silver	Sturmey-Archer	0.00	0.00	0.00	0.00	0	48.50	48.50	24.50	24.50	36
HU2400D	Shimano Alfine 8sp Hub Black Centerlock OE Pkg	Shimano	0.00	0.00	0.00	0.00	0	92.50	92.50	30.75	23.75	32
HU2450	Tiagra FH4400 32 hole rear hub	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	36.50	18.50	32
HU2452	Tiagra FH4400 36 hole rear hub	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	36.50	18.50	36
HU2454	Tiagra HB4400 32 hole Front Hub	Shimano	38.00	38.00	34.00	34.00	32	0.00	0.00	0.00	0.00	0
HU2456	Tiagra HB4400 36 hole Front Hub	Shimano	38.00	38.00	34.00	34.00	36	0.00	0.00	0.00	0.00	0
HU2457	Tiagra HB4500 32h Front Hub	Shimano	38.00	38.00	34.00	34.00	32	0.00	0.00	0.00	0.00	0
HU2458	Tiagra HB4500 36h Front Hub	Shimano	38.00	38.00	34.00	34.00	36	0.00	0.00	0.00	0.00	0
HU2459	Tiagra FH4500 32h Rear Hub	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	35.50	18.50	32
HU2460	Tiagra FH4500 36h Rear Hub	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	35.50	18.50	36
HU2501	Spectro T3 3spd no brake, 19T cog, no shifter	SRAM	0.00	0.00	0.00	0.00	0	58.00	58.00	26.50	24.00	36
HU2502	Spectro T3 3spd coaster brake hub, 19T cog, no shifter	SRAM	0.00	0.00	0.00	0.00	0	58.00	58.00	27.00	24.00	36
HU2507	Spectro P5 5spd drum brake hub, 19t cog 36h	SRAM	0.00	0.00	0.00	0.00	0	88.75	88.75	30.75	28.75	36
HU2508	Spectro P5 5spd hub without brake,19t cog 36h, 122mm OLN, no shifter	SRAM	0.00	0.00	0.00	0.00	0	75.00	75.00	29.00	29.00	36
HU2509	Spectro P5 5spd hub with coaster brake, 19t cog 36h, 122mm OLN, no shifter	SRAM	0.00	0.00	0.00	0.00	0	75.00	75.00	29.00	29.00	36
HU2510	SRAM i-Light Dynamo 730 Front QR 36H Hub 3.0W	SRAM	71.25	71.25	28.50	28.50	36	0.00	0.00	0.00	0.00	0
HU2515	VT5000 front drum brake hub, 36H	SRAM	88.50	88.50	25.00	31.00	36	0.00	0.00	0.00	0.00	0
HU2518	SRAM Torpedo Fix & Free Singlespeed hub 130mm OLN 17T	SRAM	0.00	0.00	0.00	0.00	0	67.00	67.00	30.00	30.00	32
HU2520	SRAM i-Motion 9-Speed disc brake compatible 36H hub, 20T cog	SRAM	0.00	0.00	0.00	0.00	0	94.00	94.00	30.50	26.00	36
HU2530	SRAM i-Motion 3 Speed Coaster Brake 36H Hub, 19T cog	SRAM	0.00	0.00	0.00	0.00	0	70.25	70.25	28.00	28.00	36
HU2532	SRAM i-Motion 3 Speed Freewheel 36H Hub, 19T cog	SRAM	0.00	0.00	0.00	0.00	0	70.25	70.25	28.00	28.00	36
HU2542	SRAM S7 7spd hub with drum brake, no shifter, 18T cog 36h	SRAM	0.00	0.00	0.00	0.00	0	88.00	88.00	35.00	35.00	36
HU2543	SRAM S7 7spd hub with coaster brake, no shifter, 18T cog 36h	SRAM	0.00	0.00	0.00	0.00	0	76.00	76.00	35.00	35.00	36
HU2549	SRAM S7 7spd hub without brake, no shifter, 18T cog 36h	SRAM	0.00	0.00	0.00	0.00	0	76.00	76.00	35.00	35.00	36
HU2590	SRAM Dual Drive freehub 32H 135mm	SRAM	0.00	0.00	0.00	0.00	0	67.00	67.00	33.00	18.00	32
HU2591	SRAM Dual Drive freehub 36h 135mm	SRAM	0.00	0.00	0.00	0.00	0	67.00	67.00	33.00	18.00	36
HU2592	SRAM Dual Drive freehub for disc 32H 135mm	SRAM	0.00	0.00	0.00	0.00	0	67.00	67.00	33.00	18.00	32
HU2593	SRAM Dual Drive freehub for disc 36H 135mm	SRAM	0.00	0.00	0.00	0.00	0	67.00	67.00	31.00	18.00	36
HU2594	SRAM 06 Dual Drive hub 32H 135mm, no clickbox	SRAM	0.00	0.00	0.00	0.00	0	67.00	67.00	30.00	19.50	32
HU2595	SRAM Dual Drive hub 36H 135mm, no clickbox	SRAM	0.00	0.00	0.00	0.00	0	67.00	67.00	30.00	19.50	36
HU2597	SRAM DualDrive Disc brake hub 36H no clickbox	SRAM	0.00	0.00	0.00	0.00	0	67.00	67.00	30.00	19.50	36
HU2600	S.Archer Front Hub Brake 36h alloy	Sturmey-Archer	90.00	90.00	27.00	27.00	36	0.00	0.00	0.00	0.00	0
HU2800	Phil Wood Kiss-Off Front 32h QR Hub Chrome	Phil Wood	57.00	57.00	27.50	27.50	32	0.00	0.00	0.00	0.00	0
HU2801	Phil Wood KISS-OFF Rear Bolt-on 32h Hub Chrome	Phil Wood	0.00	0.00	0.00	0.00	0	57.00	57.00	38.50	38.50	32
HU2803	Phil Wood KISS-OFF Disc Front QR 32h hub Chrome	Phil Wood	66.00	66.00	20.00	35.00	32	0.00	0.00	0.00	0.00	0
HU2804	Phil Wood KISS-OFF Disc Rear bolt-on 32h hub Chr	Phil Wood	0.00	0.00	0.00	0.00	0	66.00	66.00	35.00	35.00	32
HU2806	Phil Wood High-Flange Track hub Front 32h Chro	Phil Wood	66.00	66.00	34.00	34.00	32	0.00	0.00	0.00	0.00	0
HU2807	Phil Wood High-Flange Rear Track Hub 32h Chrome	Phil Wood	0.00	0.00	0.00	0.00	0	66.00	66.00	43.00	28.50	32
HU2808	Phil Wood High-Flange Rear Track Hub 32h Fixed/free	Phil Wood	0.00	0.00	0.00	0.00	0	66.00	66.00	28.50	28.50	32
HU2900	Atomlab Black Pimp 9mm 32h Front Hub	Atomlab	62.00	62.00	22.00	36.00	32	0.00	0.00	0.00	0.00	0
HU2901	Atomlab Black Pimp 20mm 32h Front Hub	Atomlab	58.00	58.00	22.50	32.00	32	0.00	0.00	0.00	0.00	0
HU2902	Atomlab Black Pimp 10mm 32h 9-Speed Cassette Hub	Atomlab	0.00	0.00	0.00	0.00	0	62.00	62.00	34.00	20.00	32
HU2903	Atomlab Black Pimp 12x135mm 32h 9-Speed Cassette Hub	Atomlab	58.00	58.00	34.00	21.50	32	0.00	0.00	0.00	0.00	0
HU2904	Atomlab Black Pimp 12x150mm 32h 9-Speed Cassette Hub	Atomlab	0.00	0.00	0.00	0.00	0	58.00	58.00	34.50	29.50	32
HU2905	Atomlab Black Aircorp Single Speed Cassette Hub	Atomlab	0.00	0.00	0.00	0.00	0	59.00	59.00	34.00	39.00	32
HU2999	American classic front disc hub 32h black	American Classic	56.00	56.00	22.00	35.00	32	0.00	0.00	0.00	0.00	0
HU3000	American Classic front disc hub 36h black	American Classic	56.00	56.00	22.00	35.00	36	0.00	0.00	0.00	0.00	0
HU3001	American classic rear disc hub 32h black	American Classic	0.00	0.00	0.00	0.00	0	66.00	66.00	25.00	17.50	32
HU3049	Rohloff Disc Speedhub bolt-on 32h black	Rohloff	0.00	0.00	0.00	0.00	0	100.00	100.00	30.00	30.00	32
